Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Subcellular location [CC]	Gene ontology (cellular component)	Gene ontology (biological process)
P63244	RACK1_HUMAN	reviewed	Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]	RACK1 GNB2L1 HLC7 PIG21	Homo sapiens (Human)	317	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11312657, ECO:0000269|PubMed:17956333}; Peripheral membrane protein. Cytoplasm {ECO:0000269|PubMed:10849009, ECO:0000269|PubMed:11279199, ECO:0000269|PubMed:12958311, ECO:0000269|PubMed:19785988, ECO:0000269|PubMed:20499158, ECO:0000269|PubMed:20573744}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:11279199, ECO:0000269|PubMed:12958311}. Nucleus {ECO:0000269|PubMed:10849009}. Perikaryon {ECO:0000250|UniProtKB:P68040}. Cell projection, dendrite {ECO:0000250|UniProtKB:P68040}. Cell projection, phagocytic cup {ECO:0000269|PubMed:21347310}. Note=Recruited to the plasma membrane through interaction with KRT1 which binds to membrane-bound ITGB1 (PubMed:17956333). Also associated with the membrane in oncogene-transformed cells (PubMed:11884618). PKC activation induces translocation from the perinuclear region to the cell periphery (PubMed:11279199). In the brain, detected mainly in cell bodies and dendrites with little expression in axonal fibers or nuclei (By similarity). Localized to phagocytic cups following infection by Y.pestis (PubMed:21347310). {ECO:0000250|UniProtKB:P68040, ECO:0000269|PubMed:11279199, ECO:0000269|PubMed:11884618, ECO:0000269|PubMed:17956333, ECO:0000269|PubMed:21347310}.	cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; IRE1-RACK1-PP2A complex [GO:1990630]; midbody [GO:0030496]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; small ribosomal subunit [GO:0015935]	activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; cell cycle [GO:0007049]; cellular response to glucose stimulus [GO:0071333]; cellular response to growth factor stimulus [GO:0071363]; gastrulation [GO:0007369]; negative regulation of cell growth [GO:0030308]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of gene expression [GO:0010629]; negative regulation of hydrogen peroxide-induced neuron death [GO:1903208]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of phagocytosis [GO:0050765]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of translation [GO:0017148]; negative regulation of Wnt signaling pathway [GO:0030178]; osteoblast differentiation [GO:0001649]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cAMP catabolic process [GO:0030822]; positive regulation of cell migration [GO:0030335]; positive regulation of ceramide biosynthetic process [GO:2000304]; positive regulation of cyclic-nucleotide phosphodiesterase activity [GO:0051343]; positive regulation of gastrulation [GO:2000543]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; positive regulation of GTPase activity [GO:0043547]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein homooligomerization [GO:0032464]; positive regulation of protein phosphorylation [GO:0001934]; regulation of cell cycle [GO:0051726]; regulation of cell division [GO:0051302]; regulation of establishment of cell polarity [GO:2000114]; regulation of protein localization [GO:0032880]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; rhythmic process [GO:0048511]; viral process [GO:0016032]
P23528	COF1_HUMAN	reviewed	Cofilin-1 (18 kDa phosphoprotein) (p18) (Cofilin, non-muscle isoform)	CFL1 CFL	Homo sapiens (Human)	166	SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:15580268}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15580268}. Cell projection, ruffle membrane {ECO:0000269|PubMed:15580268}; Peripheral membrane protein {ECO:0000269|PubMed:15580268}; Cytoplasmic side {ECO:0000269|PubMed:15580268}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:15580268}; Peripheral membrane protein {ECO:0000269|PubMed:15580268}; Cytoplasmic side {ECO:0000269|PubMed:15580268}. Note=Colocalizes with the actin cytoskeleton in membrane ruffles and lamellipodia. Detected at the cleavage furrow and contractile ring during cytokinesis. Almost completely in nucleus in cells exposed to heat shock or 10% dimethyl sulfoxide.	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; lamellipodium membrane [GO:0031258]; membrane [GO:0016020]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; ruffle membrane [GO:0032587]; vesicle [GO:0031982]	actin cytoskeleton organization [GO:0030036]; actin filament depolymerization [GO:0030042]; cytoskeleton organization [GO:0007010]; negative regulation of apoptotic process [GO:0043066]; positive regulation by host of viral process [GO:0044794]; regulation of cell morphogenesis [GO:0022604]; regulation of dendritic spine morphogenesis [GO:0061001]; response to virus [GO:0009615]; Rho protein signal transduction [GO:0007266]
Q562R1	ACTBL_HUMAN	reviewed	Beta-actin-like protein 2 (Kappa-actin)	ACTBL2	Homo sapiens (Human)	376	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]	
P27816	MAP4_HUMAN	reviewed	Microtubule-associated protein 4 (MAP-4)	MAP4	Homo sapiens (Human)	1152	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.	axoneme [GO:0005930]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]	cell division [GO:0051301]; establishment of spindle orientation [GO:0051294]; microtubule sliding [GO:0051012]; mitotic spindle organization [GO:0007052]; negative regulation of nonmotile primary cilium assembly [GO:1902856]; neuron projection development [GO:0031175]
Q9UNV6	Q9UNV6_HUMAN	unreviewed	Inosine monophosphatase 2 (Fragment)	IMPA2	Homo sapiens (Human)	13			
A8MW68	A8MW68_HUMAN		Deleted.						
Q6PJY7	Q6PJY7_HUMAN	unreviewed	NASP protein (Fragment)	NASP	Homo sapiens (Human)	499			
Q1JQ76	Q1JQ76_HUMAN	unreviewed	Ribosomal protein (Fragment)	RPL10A	Homo sapiens (Human)	206		large ribosomal subunit [GO:0015934]	translation [GO:0006412]
Q05BV2	Q05BV2_HUMAN	unreviewed	UBXN1 protein (Uncharacterized protein) (cDNA FLJ30270 fis, clone BRACE2002661, highly similar to UBA/UBX 33.3 kDa protein)	UBXN1 LOC51035 hCG_1818009	Homo sapiens (Human)	146			
Q92696	PGTA_HUMAN	reviewed	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha)	RABGGTA	Homo sapiens (Human)	567		plasma membrane [GO:0005886]; Rab-protein geranylgeranyltransferase complex [GO:0005968]	cellular protein modification process [GO:0006464]; protein geranylgeranylation [GO:0018344]; regulation of apoptotic process [GO:0042981]; visual perception [GO:0007601]
A8K6V6	A8K6V6_HUMAN	unreviewed	N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase)		Homo sapiens (Human)	552	SUBCELLULAR LOCATION: Lysosome {ECO:0000256|PIRNR:PIRNR036666}.	lysosome [GO:0005764]	glycosaminoglycan metabolic process [GO:0030203]
Q16539	MK14_HUMAN	reviewed	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A	Homo sapiens (Human)	360	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7535770}. Nucleus {ECO:0000269|PubMed:7535770}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle pole [GO:0000922]	3'-UTR-mediated mRNA stabilization [GO:0070935]; activation of MAPK activity [GO:0000187]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cartilage condensation [GO:0001502]; cell morphogenesis [GO:0000902]; cell surface receptor signaling pathway [GO:0007166]; cellular response to ionizing radiation [GO:0071479]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular response to virus [GO:0098586]; chemotaxis [GO:0006935]; chondrocyte differentiation [GO:0002062]; DNA damage checkpoint [GO:0000077]; fatty acid oxidation [GO:0019395]; glucose metabolic process [GO:0006006]; intracellular signal transduction [GO:0035556]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; movement of cell or subcellular component [GO:0006928]; myoblast differentiation involved in skeletal muscle regeneration [GO:0014835]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; osteoclast differentiation [GO:0030316]; p38MAPK cascade [GO:0038066]; peptidyl-serine phosphorylation [GO:0018105]; placenta development [GO:0001890]; positive regulation of brown fat cell differentiation [GO:0090336]; positive regulation of cardiac muscle cell proliferation [GO:0060045]; positive regulation of cyclase activity [GO:0031281]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose import [GO:0046326]; positive regulation of interleukin-12 secretion [GO:2001184]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of myotube differentiation [GO:0010831]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; protein autophosphorylation [GO:0046777]; Ras protein signal transduction [GO:0007265]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of sequence-specific DNA binding transcription factor activity [GO:0051090]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; response to glucose [GO:0009749]; response to muramyl dipeptide [GO:0032495]; response to muscle stretch [GO:0035994]; signal transduction [GO:0007165]; signal transduction in response to DNA damage [GO:0042770]; skeletal muscle tissue development [GO:0007519]; stress-induced premature senescence [GO:0090400]; striated muscle cell differentiation [GO:0051146]; transcription, DNA-templated [GO:0006351]; transmembrane receptor protein serine/threonine kinase signaling pathway [GO:0007178]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]
Q8N3K9	CMYA5_HUMAN	reviewed	Cardiomyopathy-associated protein 5 (Dystrobrevin-binding protein 2) (Genethonin-3) (Myospryn) (SPRY domain-containing protein 2) (Tripartite motif-containing protein 76)	CMYA5 C5orf10 DTNBP2 SPRYD2 TRIM76	Homo sapiens (Human)	4069	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Cytoplasm, myofibril, sarcomere, M line {ECO:0000269|PubMed:20634290}. Note=Found predominantly at the periphery of the nucleus but also throughout the cell. Localized in lysosomes (By similarity). In skeletal muscles, localizes along myofiber periphery, at costameres (By similarity). Predominantly flanks Z-disks. Occasionnally present at the M-band level. {ECO:0000250}.	M band [GO:0031430]; perinuclear region of cytoplasm [GO:0048471]	
Q5HYD4	Q5HYD4_HUMAN	unreviewed	Putative uncharacterized protein DKFZp686H12203 (Fragment)	DKFZp686H12203	Homo sapiens (Human)	238			
Q99471	PFD5_HUMAN	reviewed	Prefoldin subunit 5 (C-Myc-binding protein Mm-1) (Myc modulator 1)	PFDN5 MM1 PFD5	Homo sapiens (Human)	154	SUBCELLULAR LOCATION: Isoform 1: Nucleus.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm.; SUBCELLULAR LOCATION: Isoform 3: Nucleus.	cytoplasm [GO:0005737]; nucleus [GO:0005634]; prefoldin complex [GO:0016272]	negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of transcription, DNA-templated [GO:0045892]; protein folding [GO:0006457]; regulation of transcription, DNA-templated [GO:0006355]; retina development in camera-type eye [GO:0060041]
Q00688	FKBP3_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase)	FKBP3 FKBP25	Homo sapiens (Human)	224	SUBCELLULAR LOCATION: Nucleus.	endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]	chaperone-mediated protein folding [GO:0061077]
Q14232	EI2BA_HUMAN	reviewed	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)	EIF2B1 EIF2BA	Homo sapiens (Human)	305		cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 2B complex [GO:0005851]; membrane [GO:0016020]; plasma membrane [GO:0005886]	cellular response to stimulus [GO:0051716]; oligodendrocyte development [GO:0014003]; positive regulation of GTPase activity [GO:0043547]; regulation of translational initiation [GO:0006446]; response to glucose [GO:0009749]; response to heat [GO:0009408]; response to peptide hormone [GO:0043434]; translational initiation [GO:0006413]
P11586	C1TC_HUMAN	reviewed	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	MTHFD1 MTHFC MTHFD	Homo sapiens (Human)	935	SUBCELLULAR LOCATION: Cytoplasm.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrion [GO:0005739]	10-formyltetrahydrofolate biosynthetic process [GO:0009257]; embryonic neurocranium morphogenesis [GO:0048702]; embryonic viscerocranium morphogenesis [GO:0048703]; folic acid metabolic process [GO:0046655]; heart development [GO:0007507]; histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; methionine metabolic process [GO:0006555]; neural tube closure [GO:0001843]; neutrophil homeostasis [GO:0001780]; one-carbon metabolic process [GO:0006730]; purine nucleotide biosynthetic process [GO:0006164]; serine family amino acid biosynthetic process [GO:0009070]; serine family amino acid metabolic process [GO:0009069]; somite development [GO:0061053]; tetrahydrofolate interconversion [GO:0035999]; transsulfuration [GO:0019346]
P61289	PSME3_HUMAN	reviewed	Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	PSME3	Homo sapiens (Human)	254	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10657252, ECO:0000269|PubMed:12629132}. Cytoplasm {ECO:0000250}. Note=Localizes to the cytoplasm during mitosis following nuclear envelope breakdown at this distinct stage of the cell cycle which allows its interaction with MAP3K3 kinase. {ECO:0000250}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome activator complex [GO:0008537]; proteasome complex [GO:0000502]	anaphase-promoting complex-dependent catabolic process [GO:0031145]; antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent [GO:0002479]; apoptotic process [GO:0006915]; Fc-epsilon receptor signaling pathway [GO:0038095]; MAPK cascade [GO:0000165]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051436]; NIK/NF-kappaB signaling [GO:0038061]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition [GO:0051437]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of cellular amino acid metabolic process [GO:0006521]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of mRNA stability [GO:0043488]; regulation of proteasomal protein catabolic process [GO:0061136]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; T cell receptor signaling pathway [GO:0050852]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]
O43488	ARK72_HUMAN	reviewed	Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (AFB1 aldehyde reductase 1) (AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase) (SSA reductase)	AKR7A2 AFAR AFAR1 AKR7	Homo sapiens (Human)	359	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:9576847}.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]	carbohydrate metabolic process [GO:0005975]; cellular aldehyde metabolic process [GO:0006081]; daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; xenobiotic metabolic process [GO:0006805]
A8MYC1	A8MYC1_HUMAN	unreviewed	cDNA FLJ57473, highly similar to Ribonuclease P protein subunit p29 (EC 3.1.26.5)		Homo sapiens (Human)	139		nucleolar ribonuclease P complex [GO:0005655]; ribonuclease MRP complex [GO:0000172]	mRNA cleavage [GO:0006379]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
Q9UBW8	CSN7A_HUMAN	reviewed	COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a)	COPS7A CSN7A DERP10	Homo sapiens (Human)	275	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9535219}. Nucleus {ECO:0000269|PubMed:9535219}.	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]	cullin deneddylation [GO:0010388]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; transcription-coupled nucleotide-excision repair [GO:0006283]
Q9H7A6	Q9H7A6_HUMAN	unreviewed	cDNA: FLJ21107 fis, clone CAS05192		Homo sapiens (Human)	227			
Q8NB89	Q8NB89_HUMAN	unreviewed	cDNA FLJ34068 fis, clone FCBBF3001918, highly similar to SERINE/THREONINE PROTEIN PHOSPHATASE 2A, 65 kDa REGULATORY SUBUNIT A, ALPHA ISOFORM		Homo sapiens (Human)	509			protein complex assembly [GO:0006461]
P07814	SYEP_HUMAN	reviewed	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)]	EPRS GLNS PARS QARS QPRS PIG32	Homo sapiens (Human)	1512	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; GAIT complex [GO:0097452]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]	cellular response to interferon-gamma [GO:0071346]; glutamyl-tRNA aminoacylation [GO:0006424]; negative regulation of translation [GO:0017148]; prolyl-tRNA aminoacylation [GO:0006433]; protein complex assembly [GO:0006461]; tRNA aminoacylation for protein translation [GO:0006418]
